ER66001,ER66002,ER67883,ER70882,ER71485,ER71570,ER71571
2,6978,0,2,5006,1.457,427.273
2,6949,0,2,0,1.697,431.143
2,9242,0,2,-74600,0.379,240.109
2,7350,0,2,75000,2.332,683.896
2,3082,0,2,19200,5.505,2252.752
2,3195,0,2,-249100,3.601,763.909
2,2648,0,2,0,7.914,2676.416
2,2571,0,2,477981,4.029,1184.807
2,3259,0,2,-75400,1.965,825.285
2,3503,0,2,40671,1.027,455.589
2,177,0,2,28000,8.796,4097.374
2,598,0,2,25000,4.392,1116.17
2,904,0,2,43030,7.719,3753.998
2,488,0,2,66300,13.856,9155.937
2,652,0,2,28300,5.088,2025.548
2,562,0,2,-35000,10.72,8746.141
2,590,0,2,500,10.404,4981.306
2,694,0,2,-10000,5.463,2275.254
2,661,0,2,20100,5.477,3962.43
2,581,0,1,6300,2.783,2372.599
2,3371,0,2,-9000,7.793,5380.731
2,3489,0,2,250000,5.17,3067.287
2,321,0,2,639000,1.798,543.9
2,33,0,2,89000,1.035,964.088
2,786,0,2,124000,0.567,331.815
2,150,0,2,50000,0.791,237.426
2,3308,0,2,225000,5.297,1917.573
2,2931,0,2,0,7.719,3093.886
2,2606,0,2,-6000,5.831,2337.015
2,3037,0,2,1500,7.003,3610.764
2,2963,0,2,20000,2.605,1000.21
2,2640,0,2,0,4.664,835.524
2,2592,0,2,400,2.586,463.2
2,3150,0,2,0,1.411,637.358
2,3328,0,2,0,3.592,1255.976
2,3076,0,2,0,2.524,689.42
2,8404,0,2,23000,2.455,1376.355
2,8223,0,2,54400,1.842,986.706
2,8158,0,2,90000,5.316,2719.054
2,9193,0,2,0,3.576,1580.645
2,8031,0,2,-3000,2.68,1401.686
2,3770,0,2,4000,4.483,1693.521
2,1518,0,2,-4900,5.213,2675.197
2,2017,0,2,164700,1.523,351.737
2,1758,0,2,-45600,4.031,661.747
2,1396,0,2,-261,3.158,925.888
2,2391,0,2,175000,1.708,1083.426
2,1598,0,2,84200,4.692,1138.594
2,1486,0,2,1300,2.164,984.484
2,1985,0,2,-75600,2.044,844.036
2,1600,0,2,-143087,0.923,436.868
2,4117,0,2,18500,2.65,956.533
2,7649,0,2,64900,4.869,1762.633
2,4087,0,2,-26000,3.669,742.27
2,4146,0,2,-5000,4.059,1593.311
2,4184,0,2,0,4.269,1587.04
2,8871,0,2,-23000,0.78,277.813
2,4125,0,2,0,3.82,1889.828
2,6181,0,2,0,1.92,746.204
2,4428,0,2,4000,0.995,584.373
2,4483,0,1,10000,4.529,1511.144
2,8796,0,2,-41000,0.462,237.644
2,4153,0,2,0,3.238,1323.915
2,4372,0,2,21600,2.185,1005.27
2,4490,0,2,10200,4.284,1332.677
2,5296,0,2,6000,1.886,708.654
2,8234,0,2,9000,2.018,832.524
2,7174,0,2,3500,1.624,623.664
2,6635,0,2,4000,1.063,469.818
2,4249,0,2,140000,0.689,319.199
2,4179,0,2,-1980,3.767,2311.381
2,9013,0,2,2000,2.173,1125.135
2,7720,0,2,0,1.095,378.017
2,7380,0,2,0,1.408,403.068
2,7934,0,2,0,2.054,903.045
2,7625,0,2,7100,1.114,633.071
2,6334,0,2,600,0.506,299.625
2,7801,0,2,0,0.518,306.434
2,7392,0,2,0,1.734,1060.608
2,1873,0,2,117000,3.284,1964.71
2,2380,0,2,-180000,3.505,1814.257
2,2027,0,2,0,2.905,1751.114
2,1701,0,2,10000,1.165,511.975
2,5252,0,2,1301,2.008,800.368
2,4128,0,2,128000,1.783,764.572
2,4345,0,2,0,5.582,2800.968
2,4077,0,2,30300,1.687,777.062
2,4086,0,2,-4586,1.909,914.005
2,4171,0,2,75,3.466,1659.478
2,6067,0,2,20500,2.349,1542.002
2,4298,0,2,12000,0.637,393.018
2,3929,0,2,0,1.252,673.471
2,3852,0,2,0,1.457,720.806
2,5188,0,2,0,3.241,1603.386
2,8271,0,2,6000,2.665,1318.427
2,6559,0,2,0,3.266,1151.009
2,5294,0,2,0,1.22,702.741
2,5357,0,2,-1000,1.689,624.876
2,4206,0,2,1108000,0.949,664.62
2,5288,0,2,-10000,1.029,358.201
2,4380,0,2,252050,0.135,279.042
2,8968,0,1,81200,2.504,1321.03
2,5090,0,7,-31100,1.461,1094.415
2,5020,0,2,-60000,0.841,541.243
2,1801,0,2,50000,4.698,2463.581
2,2193,0,2,25000,2.603,801.225
2,2187,0,2,222700,3.219,1523.35
2,1746,0,2,25100,3.425,2592.318
2,1493,0,2,33000,1.652,687.887
2,137,0,2,937700,4.99,2352.165
2,942,0,2,25900,5.583,2360.235
2,7673,0,2,3000,2.185,1778.867
2,5152,0,2,-7975,3.251,880.206
2,5443,0,2,25000,3.557,1749.919
2,6642,0,2,-4000,2.93,1402.847
2,6486,0,2,98000,2.805,1281.38
2,6370,0,2,105100,0.864,484.547
2,5216,0,2,9000,0.709,370.094
2,8518,0,2,-54000,0.469,237.577
2,6677,0,2,0,3.283,1157
2,6530,0,2,1001700,1.865,657.266
2,7637,0,2,50000,0.823,237.619
2,9029,0,2,20001,0.427,237.614
2,8469,0,2,1500,1.77,992.34
2,8129,0,2,400,1.599,988.581
2,5768,0,2,-20000,1.065,597.219
2,8822,0,2,15750,0.401,237.472
2,7442,0,2,66900,1.528,873.83
2,5159,0,2,24000,1.706,902.681
2,5433,0,2,-15960,1.682,1173.134
2,7641,0,2,39000,1.393,1123.799
2,8199,0,2,-39000,1.55,997.213
2,6245,0,2,-15000,0.735,465.718
2,5820,0,2,69600,0.97,539.468
2,8395,0,9,40000,0.972,435.427
2,6913,0,2,4610,0.466,281.949
2,8094,0,2,0,1.495,414.078
2,5808,0,1,30000,0.92,854.328
2,7915,0,2,20000,2.102,1345.162
2,5047,0,2,-10700,3.372,1347.566
2,8004,0,2,4,2.895,891.105
2,5905,0,2,361800,1.088,707.895
2,8876,100,2,-149100,2.796,650.113
2,4898,0,2,-600,3.361,1184.489
2,8953,0,2,0,3.462,1591.097
2,5201,0,2,2000,1.395,862.458
2,6620,0,2,177200,8.185,4330.61
2,4633,0,2,0,3.95,2135.673
2,5014,0,2,60950,1.823,1044.196
2,4266,0,2,3000,0.431,275.364
2,5739,0,1,-59600,1.462,1654.908
2,8684,0,2,3000,0.338,255.913
2,3799,0,2,-1290,2.049,990.132
2,8661,0,2,0,6.956,4479.242
2,8875,0,2,170000,7.637,3416.244
2,8652,0,2,5000,3.109,1898.92
2,183,0,2,-2200,31.311,13362.016
2,428,0,2,0,27.958,14028.924
2,53,0,2,75503,14.147,9347.897
2,582,0,2,500,38.944,13724.708
2,41,0,2,60900,18.632,9439.308
2,4989,0,2,0,0.992,608.497
2,7357,0,2,26500,0.231,244.196
2,5270,0,2,0,0.485,278.592
2,8247,0,2,0,0.334,237.496
2,7345,0,2,1400,0.415,251.281
2,7547,0,2,0,0.572,256.885
2,3866,0,2,10000,1.25,800.143
2,3845,0,2,0,1.334,726.626
2,3776,0,2,0,1.159,640.188
2,7451,0,2,500,0.819,465.218
2,7225,0,2,10000,0.449,237.496
2,3797,0,2,0,0.559,259.276
2,5125,0,2,52000,0.778,436.233
2,5640,0,2,-6000,1.265,674.814
2,5317,0,2,57000,0.785,515.387
2,3791,0,2,26000,1.081,690.465
2,5955,3500,2,83500,0.582,237.438
2,6952,0,2,-108000,0.703,237.426
2,6688,0,2,184800,0.44,237.426
2,9420,0,1,91250,0.3,239.911
2,7356,0,2,-17000,0.358,239.911
2,3066,0,2,130000,5.414,2400.872
2,3283,0,2,242600,2.84,1839.638
2,2626,0,2,792500,5.352,2315.246
2,2652,0,2,203000,6.316,3787.62
2,2984,0,2,342000,1.786,504.313
2,3725,0,2,28500,4.317,1430.015
2,3024,0,2,263000,4.437,2575.396
2,3888,0,2,60100,48.029,31930.927
2,8820,0,2,-21000,5.854,1872.85
2,4635,0,2,70000,7.583,6711.635
2,6810,0,2,-17572,24.586,13276.057
2,6753,0,2,466000,28.148,11347.419
2,5825,0,2,38350,45.821,23626.333
2,3918,0,2,0,17.595,11610.019
2,8091,0,2,110500,16.165,8931.048
2,4479,0,2,-31875,12.884,8830.734
2,4357,0,2,-1000,21.68,8136.768
2,3787,0,2,100,13.927,4464.849
2,8275,0,2,73811,11.685,6051.388
2,3832,0,2,1000,25.045,14345.236
2,5705,0,2,262500,14.143,7988.941
2,6569,0,2,243000,23.015,11548.598
2,5882,0,2,6900,15.96,8229.333
2,8450,0,2,-56400,6.287,1812.483
2,5824,0,2,1763000,10.561,7396.265
2,8583,0,2,0,3.54,1962.085
2,4561,0,2,80500,27.659,7488.657
2,7187,0,2,7000,33.748,15416.763
2,7140,0,2,66000,19.554,8524.523
2,7654,0,2,31500,8.74,4277.744
2,7239,0,2,122000,17.244,6845.684
2,9224,0,2,15000,7.645,4848.145
2,7346,0,2,5700,15.835,5580.597
2,4323,0,2,268000,19.788,8686.497
2,8464,0,2,-9950,8.006,4547.658
2,4442,0,2,18500,5.265,3906.785
2,4160,0,2,97000,20.338,10625.636
2,5361,0,2,240000,21.132,10001.763
2,5444,0,2,-10040,9.065,4693.716
2,5053,0,2,0,9.826,4834.046
2,5051,0,2,-16882,6.021,4135.822
2,5731,0,2,89474,3.886,2377.092
2,7329,0,2,47400,11.745,5531.601
2,7370,0,2,0,10.243,5659.068
2,7579,0,2,11300,2.965,1819.867
2,5831,0,2,104000,5.781,2954.566
2,4276,0,2,57000,5.231,1866.076
2,5463,0,2,59000,5.086,2913.209
2,8816,0,2,0,0.998,387.675
2,5359,0,2,25000,4.484,2568.39
2,9475,0,2,500,1.154,860.724
2,7013,0,2,155900,7.837,4689.098
2,6105,0,2,18940,5.796,3272.907
2,5856,0,2,188000,6.081,2669.206
2,5617,0,2,27000,11.954,5279.137
2,6573,0,2,59500,5.994,3128.544
2,5682,0,2,-44500,6.975,4758.354
2,6721,0,2,8200,13.965,6167.237
2,8352,0,2,112000,14.191,3766.25
2,8407,0,2,4000,4.54,2454.402
2,6011,0,2,49266,2.442,1292.326
2,5560,0,2,-136500,1.655,1078.293
2,7005,0,2,120000,2.415,1040.225
2,6690,0,2,-14000,3.021,1109.262
2,7650,0,1,20000,5.071,2858.387
2,7353,0,2,105000,3.034,1384.064
2,8267,0,2,93000,3.062,1580.403
2,5330,0,2,83400,6.098,3250.894
2,5546,0,2,7300,4.102,1265.535
2,4612,0,2,-9000,5.831,2330.267
2,8348,0,2,0,5.719,2514.369
2,8210,0,2,-5995,2.599,1403.15
2,8351,0,2,4,5.662,2901.547
2,9078,0,2,32030,3.361,1437.691
2,5665,0,2,-86974,4.423,1842.279
2,6040,0,2,-54940,1.532,580.637
2,6372,0,2,101700,2.316,1299.418
2,7501,0,2,14500,2.7,1737.319
2,4830,0,2,500,7.021,3361.567
2,8754,0,2,122300,1.475,827.166
2,7414,0,2,3500,2.62,1287.936
2,7666,0,2,0,7.306,3614.42
2,7831,3700,2,136300,1.847,1035.51
2,8151,0,2,0,3.123,1875.473
2,7621,0,2,6000,3.036,1641.224
2,7812,0,2,-48000,3.576,2019.484
2,1266,0,2,74000,4.377,2823.114
2,2012,0,2,28000,4.196,2216.785
2,1408,0,2,-60000,3.61,1318.48
2,1790,0,2,50000,2.241,1489.686
2,5334,0,2,313000,4.184,1143.524
2,5758,0,2,-17100,1.728,1046.596
2,4770,0,2,0,2.191,1094.535
2,8183,0,2,0,6.16,3690.337
2,5749,0,2,6200,9.751,4071.778
2,6362,0,2,1200,5.621,2446.59
2,7847,0,2,0,4.831,2321.74
2,6065,0,2,13000,0.7,318.418
2,5421,0,2,12700,1.904,792.011
2,9561,0,2,60000,1.233,570.159
2,2927,0,2,-12000,1.01,822.479
2,3212,0,2,9000,1.861,818.192
2,3496,0,2,15000,0.721,393.531
2,3210,0,2,-2000,1.269,507.136
2,2496,0,2,226000,16.975,4583.783
2,1695,0,1,-18500,5.807,1073.838
2,1594,0,1,90500,3.265,2395.243
2,1752,0,1,2800,5.407,2643.702
2,6770,0,2,25300,11.446,3704.538
2,8922,0,2,238000,11.401,4904.938
2,6374,0,2,37500,5.041,2827.623
2,4822,0,2,0,4.705,2846.718
2,6316,0,2,-25900,7.631,3813.177
2,4493,0,2,-55000,3.006,1047.716
2,9095,0,9,585000,5.202,2714.902
2,1323,0,2,10,10.355,5339.27
2,1400,0,2,32000,3.396,2298.553
2,2310,0,2,346000,3.593,1535.398
2,1562,0,2,70700,8.874,5444.969
2,1656,0,2,60000,14.869,6566.463
2,1326,0,2,54700,14.783,8167.334
2,2270,0,2,-13360,5.679,3066.572
2,1084,0,2,0,6.422,3970.397
2,1441,0,2,235000,4.355,2114.775
2,2322,0,2,-7850,3.292,1997.426
2,5030,0,2,94400,8.962,11716.173
2,6900,0,2,195000,6.157,3526.667
2,4209,0,2,13000,12.997,8588.316
2,4100,0,2,7000,9.15,4380.906
2,4509,0,2,25500,11.417,5215.514
2,4201,0,2,2000,10.211,4888.9
2,4354,0,2,0,11.498,5252.517
2,7542,0,2,104000,5.721,3160.747
2,4275,0,2,0,6.216,2476.676
2,5313,0,2,39500,2.265,1427.232
2,4259,0,2,-2000,3.024,1389.797
2,6157,0,2,16000,10.74,3785.008
2,4510,0,2,100,3.202,1937.039
2,7094,0,2,-53800,5.571,3480.666
2,5439,0,2,6200,4.425,2389.431
2,4967,0,2,-7000,7.819,4222.138
2,4358,0,2,4,5.23,2784.013
2,7866,0,2,162600,4.678,2452.831
2,7236,0,2,90000,5.634,2245.383
2,4521,10000,2,30000,4.567,2026.5
2,6120,0,2,85500,2.208,984.038
2,4288,0,2,190000,8.314,3829.576
2,6299,0,2,190000,5.907,3694.108
2,5938,0,2,-49920,9.773,3569.393
2,4629,0,2,-5150,6.497,2798.485
2,5483,0,2,16500,3.99,2303.062
2,5614,0,2,-39977,1.7,958.12
2,7266,0,2,-10000,4.427,2390.511
2,6077,0,2,0,10.259,4510.389
2,5468,0,2,-8000,3.52,1941.963
2,6570,0,2,1400,3.476,1703.682
2,6442,0,2,-10500,5.22,2555.063
2,8591,0,2,32300,2.752,1185.239
2,4391,0,2,53000,3.921,1430.863
2,7694,0,2,-20000,3.76,1566.263
2,9142,0,2,0,3.235,1853.611
2,5981,0,2,29500,5.802,3516.774
2,8112,0,2,40000,11.366,5703.296
2,7622,0,2,32000,5.62,2946.806
2,7072,0,2,-85700,6.146,1631.13
2,8095,5000,2,60500,5.918,2365.035
2,7958,0,2,-99950,6.334,2531.283
2,7264,0,2,158000,6.258,2315.075
2,9516,0,9,48715,5.306,2869.266
2,4874,0,2,51300,3.223,1334.533
2,5232,0,2,4000,1.864,1220.919
2,7125,0,2,31500,1.831,783.009
2,7228,0,2,250,1.588,1142.119
2,5508,0,2,1300,0.793,279.47
2,8090,0,2,12500,1.663,677.172
2,6861,0,2,28500,1.155,448.686
2,7531,0,2,34000,0.432,244.704
2,5208,0,2,202900,1.55,812.804
2,8458,0,2,163000,0.703,260.559
2,4955,0,2,51100,3.407,1181.364
2,6328,0,2,24300,2.848,861.527
2,6574,0,2,124000,1.887,989.523
2,7665,0,2,73500,1.862,1294.043
2,5075,0,2,63200,2.8,1875.114
2,6408,0,2,-40500,2.226,995.817
2,9471,0,2,30000,2.22,793.149
2,5180,0,2,31000,1.451,759.603
2,8126,0,2,49000,0.81,480.395
2,8169,0,2,-11797,0.745,435.682
2,6424,0,2,145000,0.73,504.144
2,6090,0,2,58150,1.497,784.749
2,6104,0,2,28000,1.121,396.902
2,5555,0,2,399896,2.419,1046.328
2,8410,0,2,93000,3.297,1506.136
2,7573,0,2,-49400,3.016,1163.319
2,5413,0,2,40300,3.594,1745.37
2,5506,0,2,25000,3.043,1456.95
2,6071,0,2,1300,3.663,1489.164
2,5949,0,2,55000,2.437,896.068
2,6626,0,2,-27400,1.656,674.193
2,6097,0,2,0,1.789,728.303
2,5686,0,2,-37500,1.747,711.205
2,6430,0,2,11000,1.691,690.166
2,5473,0,2,-6632,2.12,738.049
2,8047,0,2,-1500,2.203,1066.894
2,5723,0,2,4600,3.376,784.972
2,6658,0,2,-18300,0.813,465.677
2,5619,0,1,0,1.389,955.039
2,8082,0,2,-9800,1.212,400.384
2,8418,0,2,-13000,0.61,322.552
2,8122,0,2,1125000,0.636,625.372
2,6164,0,7,0,2.408,1776.642
2,5853,0,2,133000,0.82,429.567
2,5559,0,2,271000,1.512,663.818
2,927,0,2,-35700,1.398,784.048
2,1515,0,2,135000,1.721,962.777
2,2177,0,2,56000,0.977,653.865
2,1920,0,2,-11600,1.392,728.717
2,2925,0,2,0,2.496,1331.491
2,3016,0,2,50000,0.646,336.822
2,3184,0,2,2080,3.3,1808.168
2,3240,0,2,12015,1.854,754.561
2,3514,0,2,80,1.68,748.671
2,3172,0,2,0,3.482,1550.635
2,3174,0,2,3000,1.092,625.534
2,3188,0,2,-2000,1.318,320.765
2,3227,0,2,-45800,1.285,760.757
2,3228,0,2,3500,3.237,1838.528
2,3525,0,2,359000,2.231,1938.056
2,7396,0,2,5020,10.7,2948.257
2,4628,0,2,-5000,6.142,1743.272
2,7680,0,2,24000,3.039,1254.488
2,9356,0,2,23500,2.655,1288.991
2,8589,0,2,0,5.697,1889.334
2,4315,0,2,-14725,8.124,3734.97
2,8239,0,2,0,3.631,1604.733
2,7774,0,2,206500,6.665,1162.958
2,4796,942,2,-3542,9.248,3674.659
2,4942,0,2,0,3.534,1457.948
2,9333,0,2,1000,2.51,643.024
2,7711,0,2,142100,0.612,272.453
2,133,0,2,7700,6.291,1733.41
2,536,0,2,18000,4.242,1915.537
2,306,0,2,0,1.295,335.779
2,4339,0,2,273000,9.646,2312.349
2,7822,0,2,13000,1.288,408.365
2,5940,0,2,3000,3.881,1587.619
2,9482,0,2,20300,4.693,1975.638
2,4800,0,2,-127000,1.852,464.291
2,7139,0,2,0,9.455,3307.193
2,7115,0,2,0,4.692,1243.762
2,6415,0,2,13500,3.562,1276.769
2,7493,0,2,74600,1.392,522.852
2,7571,0,2,2000,5.328,1688.386
2,6086,0,2,243998,5.178,2586.471
2,7913,0,2,-4540,0.88,312.518
2,9494,0,2,-1200,1.032,313.418
2,4527,0,2,300,5.692,2286.64
2,5204,0,2,380600,5.762,1654.034
2,5959,0,2,21500,1.606,487.59
2,2364,0,2,-5000,9.623,3237.203
2,1794,0,2,0,5.535,2742.03
2,1414,0,2,0,5.56,2695.762
2,1654,0,2,400,5.23,2557.297
2,7882,0,2,15000,2.839,1449.672
2,7910,0,2,-800,7.08,2465.214
2,7466,0,2,-20000,9.432,4937.683
2,8550,0,2,-22648,7.068,2461.209
2,7145,0,2,38248,2.099,836.449
2,7435,0,2,11400,1.661,511.269
2,5407,0,2,54470,0.772,377.973
2,5896,0,2,23000,0.792,404.226
2,6628,0,2,136000,0.82,304.257
2,7247,0,2,18000,0.574,354.875
2,9203,0,2,0,1.327,403.328
2,7993,0,2,10000,1.714,1325.505
2,7688,0,2,157000,1.409,777.521
2,1197,0,2,1000,8.788,2677.456
2,1427,2500,2,-50490,11.683,3668.744
2,1336,0,2,18039,5.436,2258.969
2,1367,0,2,-39700,4.056,1413.685
2,2136,0,7,84000,4.406,1948.685
2,1313,0,2,92060,5.424,2491.434
2,2009,0,2,-8000,4.128,2004.135
2,1302,0,2,8010,4.305,2425.912
2,1895,0,2,0,4.08,1764.141
2,1505,0,2,2500,1.584,937.956
2,2065,0,2,0,4.388,1810.264
2,1393,0,2,10000,5.079,1645.227
2,1358,0,2,36000,4.245,2065.291
2,1687,0,2,35000,3.504,1832.994
2,2728,0,2,55000,5.06,3044.586
2,2836,0,2,34000,6.92,3206.003
2,3631,0,2,6006,4.598,1520.328
2,2684,0,2,-5500,2.179,652.676
2,2680,0,1,-4500,1.868,870.361
2,2912,0,2,45500,2.179,1267.533
2,3344,0,2,7000,4.101,1540.881
2,829,0,2,25000,2.439,1166.888
2,990,0,2,-42000,1.082,237.61
2,890,0,2,0,3.647,1327.647
2,798,0,2,-5875,0.875,271.668
2,93,0,2,-23599,2.079,868.823
2,841,0,2,-32200,0.986,237.559
2,7192,0,2,-499,2.471,909.569
2,6729,0,7,-20000,4.449,2166.226
2,6428,0,2,700,2.195,552.408
2,4306,0,2,0,3.803,1820.829
2,4565,0,2,0,3.257,1476.241
2,7426,0,2,0,2.657,1300.209
2,8054,0,2,-40000,2.038,886.549
2,7093,0,2,-80000,2.782,1302.014
2,8955,0,2,0,1.841,559.553
2,7695,0,2,-20000,1,668.511
2,9233,0,2,0,1.83,1075.316
2,8590,0,2,30,3.387,1221.464
2,1733,0,2,1014000,0.178,238.06
2,1782,0,2,0,1.421,841.436
2,1850,0,2,89000,0.39,237.551
2,1657,0,2,285000,0.738,385.196
2,1054,0,2,19800,0.738,611.925
2,1769,0,2,35000,0.408,237.537
2,5641,0,2,125050,5.85,3444.042
2,6137,0,2,0,4.054,3605.889
2,5687,0,2,12000,5.579,3686.56
2,6253,0,2,17500,4.785,1295.536
2,7470,0,2,180400,2.461,1483.905
2,6076,0,2,5000,3.816,2441.813
2,5704,0,2,248000,1.419,623.174
2,6167,0,2,-72500,6.117,4035.138
2,9542,0,2,-27000,2.538,1343.086
2,7487,0,2,-29000,2.78,1211.935
2,6866,0,2,11807,0.98,334.008
2,7231,0,2,-146500,1.751,607.263
2,7382,0,2,0,3.216,1945.812
2,8103,0,2,10000,4.125,2312.658
2,6789,0,2,0,1.118,617.858
2,5782,0,2,-49300,0.379,238.264
2,6531,0,2,145500,2.585,1266.965
2,7031,0,2,102000,0.765,327.02
2,6958,0,2,37000,1.07,460.994
2,5796,0,2,68000,0.41,237.522
2,6131,0,2,0,0.955,547.181
2,6887,0,2,5500,17.702,8385.884
2,6992,0,2,183200,11.339,5563.179
2,7479,0,2,12500,20.826,9114.152
2,7276,230,2,-20730,21.194,9762.334
2,6756,0,2,4000,11.887,7293.706
2,7371,0,2,202000,21.2,9863.284
2,3931,0,2,59000,1.661,878.87
2,6965,0,2,-13500,3.889,1580.774
2,7819,0,2,-24000,2.717,1192.476
2,8307,0,2,10000,8.745,5398.34
2,3989,0,2,0,13.423,8286.097
2,5298,0,2,14200,2.764,1936.386
2,8209,0,2,10200,3.196,1564.101
2,7157,0,2,16000,3.65,2239.852
2,7733,0,7,65000,2.709,2313.83
2,6638,0,2,135000,3.637,769.478
2,5799,0,1,-54104,2.979,2649.09
2,7226,0,2,25000,11.912,4519.196
2,6378,0,2,217000,10.04,5750.81
2,1306,0,2,117000,1.632,1105.246
2,1205,0,2,168000,1.104,573.508
2,1175,0,2,-6300,2.095,1114.004
2,1659,0,2,17000,3.523,1609.377
2,1142,0,2,11500,3.512,1681.502
2,1578,0,2,45000,0.277,269.997
2,1158,0,2,900,1.31,739.835
2,1473,0,2,500,1.154,683.038
2,1164,0,2,-8000,1.067,608.87
2,2397,0,2,700,2.242,1273.526
2,2157,0,2,0,2.159,1022.998
2,1028,0,9,0,0.898,502.649
2,2047,0,2,220000,3.34,1055.031
2,1667,0,2,-19000,3.346,1140.193
2,6780,0,2,103700,2.992,1238.884
2,5812,0,2,130325,8.106,4067.475
2,4926,0,2,0,4.175,1563.328
2,6911,0,2,0,5.456,2492.41
2,4808,0,2,0,3.283,2225.207
2,4819,0,2,0,2.251,1933.651
2,6968,0,2,19620,5.47,3141.493
2,7839,0,2,-20000,3.198,1674.163
2,8734,0,2,-12500,1.054,619.041
2,8382,0,2,40500,1.752,812.485
2,6847,0,7,650000,4.169,3782.615
2,5116,0,2,9000,0.215,237.614
2,1642,0,2,0,4.563,2990.716
2,1875,0,2,0,4.328,2335.257
2,1023,0,2,1001,8.869,4471.023
2,1880,0,2,30992,3.81,1804.893
2,1252,0,2,248010,2.957,1668.966
2,1738,0,2,37000,1.021,441.257
2,1565,0,2,191000,2.576,2436.061
2,1508,0,2,80700,2.037,985.964
2,2218,0,2,22400,3.796,1513.225
2,2071,0,2,56000,0.727,440.834
2,1397,0,2,63000,0.831,253.805
2,1443,0,2,1000,1.146,725.853
2,1679,0,2,-13000,0.994,418.827
2,5899,0,2,109000,31.488,13088.224
2,7708,0,2,9000,41.542,23292.258
2,5539,0,2,2000,53.755,24705.204
2,7067,0,2,17000,24.785,10601.743
2,9406,0,1,-25000,20.195,18432.712
2,2042,0,2,7000,4.223,2280.354
2,1295,0,2,462000,4.355,2466.965
2,1793,0,2,-28000,3.49,1453.455
2,2331,0,2,0,7.484,3391.881
2,1706,0,2,0,7.009,1587.538
2,1779,0,2,25000,3.661,1526.407
2,1172,0,2,0,4.52,1462.296
2,1797,0,2,0,7.638,2201.551
2,5851,0,2,255200,0.982,435.263
2,7036,0,2,0,0.984,558.943
2,6937,0,2,0,0.823,429.4
2,7148,0,2,300,0.67,301.241
2,7176,0,2,-71300,1.047,364.411
2,5781,0,2,0,0.55,325.679
2,7114,0,2,5025,0.452,285.985
2,5605,0,2,62700,0.246,312.002
2,7257,0,2,0,0.362,237.472
2,8349,0,2,85600,1.434,668.157
2,6226,0,2,40,1.074,513.438
2,5645,0,2,180000,1.731,956.345
2,6641,0,2,25200,0.949,582.619
2,7858,0,2,-990,0.789,339.85
2,9464,0,2,-141000,0.8,431.78
2,8960,0,2,-16775,0.758,424.968
2,7884,0,2,11500,0.431,279.042
2,6695,0,2,17000,0.093,239.183
2,4821,0,2,-2200,5.278,2841.545
2,6342,0,2,0,1.408,515.641
2,8221,0,2,-70000,4.827,2361.66
2,9174,0,2,6000,4.913,2592.53
2,6705,0,9,128000,3.931,1725.757
2,8582,0,2,-40000,5.399,2641.737
2,903,0,2,200,92.919,31716.05
2,7550,0,2,1000,28.301,8558.656
2,6037,0,2,-60000,23.732,6841.714
2,9045,0,2,108600,18.269,6486.462
2,3162,0,2,33500,40.075,25571.892
2,3531,0,2,107200,15.282,7409.346
2,3183,0,2,9000,10.361,4714.493
2,3087,0,2,60000,33.692,17720.529
2,303,0,2,172000,14.211,7684.452
2,764,0,2,78200,7.281,6439.29
2,282,0,2,-38650,5.321,3637.9
2,781,0,2,69000,60.408,29107.462
2,834,0,2,9200,42.088,19216.303
2,1104,0,2,-11150,8.105,4822.684
2,2199,0,2,81000,6.519,3155.375
2,1724,0,2,901000,3.557,2196.735
2,2058,0,2,0,2.901,908.754
2,2061,0,2,7950,1.438,475.585
2,1858,0,2,-70000,1.858,766.548
2,1193,0,2,-30000,0.907,361.074
2,1907,0,2,-10000,7.979,2264.664
2,1412,0,2,335000,5.595,2298.323
2,1354,0,2,1500,4.828,1777.318
2,2255,0,2,0,5.039,2106.328
2,505,0,2,-9500,3.527,1360.419
2,378,0,2,50000,2.324,1303.414
2,630,0,2,-21000,3.373,1981.99
2,718,0,2,82000,17.333,9372.972
2,8588,0,2,30300,12.14,7817.423
2,6158,0,2,20400,4.268,2324.986
2,8089,0,2,-1700,9.624,4396.436
2,5931,0,2,21000,5.728,2586.011
2,7620,0,2,25000,4.801,2932.218
2,5939,0,2,0,4.701,2722.11
2,7121,0,2,8000,3.193,2107.153
2,6145,0,2,525,2.778,1449.346
2,6132,0,2,-13000,3.642,1704.506
2,8115,0,2,30000,2.549,1171.262
2,6064,0,2,5050,1.547,867.322
2,7966,0,2,83800,3.868,2216.226
2,6058,0,2,5200,5.657,3460.128
2,8050,0,9,47000,1.165,841.692
2,6432,0,2,-2000,2.364,984.659
2,1532,0,2,-990,6.821,5553.551
2,1025,0,2,-47100,10.24,4369.935
2,1079,0,2,0,13.11,5988.911
2,1838,0,2,600,10.882,5001.247
2,1897,0,2,244000,4.886,2104.485
2,1241,0,2,-74700,2.283,1286.951
2,4368,0,2,55500,11.723,5553.481
2,3825,0,2,-34920,4.595,3075.324
2,3779,0,2,137600,7.684,3393.416
2,8170,0,2,4510,10.214,4318.009
2,9507,0,2,2000,7.936,5566.032
2,3763,0,2,1000,4.607,2516.304
2,7052,0,2,6110,7.726,3067.139
2,5693,0,2,17000,5.762,2138.707
